,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
35,HOW DO YOU HOLD WHAT HURTS,['morgxn'],0.846,0.411,189307,0.367,8.17e-05,3,0.103,-8.444,1,0.0438,119.416,5,0.492,-0.9817,-0.9817,0.4724,Sad
36,Lying To Yourself,['Lily Moore'],0.595,0.656,212052,0.446,0.0,4,0.105,-5.778,0,0.026,79.015,3,0.163,-0.9916,-0.9916,0.1432,Sad
37,Wires,['The Neighbourhood'],0.0004,0.568,193080,0.569,0.102,7,0.342,-6.013,0,0.0329,72.991,4,0.266,-0.9976,-0.9976,0.246,Sad
38,Worthy Of You,['Plested'],0.439,0.451,190619,0.452,0.0,1,0.478,-9.363,0,0.0574,57.523,4,0.386,-0.9865,-0.9865,0.3663,Sad
39,Don't Wanna Be Your Girl,['Wet'],0.638,0.62,174093,0.193,0.0136,0,0.107,-13.404,1,0.0439,129.979,4,0.155,-0.4149,-0.4149,0.1467,Sad
40,Funeral,['Phoebe Bridgers'],0.947,0.215,232373,0.263,0.00028,11,0.0919,-14.416,1,0.0378,172.332,4,0.307,-0.8818,-0.8818,0.2894,Sad
41,Someone Else,['LANY'],0.31,0.486,232713,0.659,0.105,10,0.108,-5.978,1,0.0305,140.0,3,0.173,0.9747,0.9747,0.1925,Sad
42,down,['Mokita'],0.789,0.524,194680,0.391,0.0,4,0.0869,-9.021,1,0.041,148.009,4,0.143,-0.7003,-0.7003,0.129,Sad
43,when the party's over,['Billie Eilish'],0.978,0.367,196077,0.111,3.97e-05,4,0.0897,-14.084,1,0.0972,82.642,4,0.198,0.9964,0.9964,0.2179,Sad
44,Cursive,['Billie Marten'],0.935,0.494,240400,0.267,5.58e-05,0,0.128,-11.54,1,0.0308,115.117,3,0.166,-0.9481,-0.9481,0.147,Sad
45,Dreams - Take 2,['Fleetwood Mac'],0.901,0.714,335133,0.201,0.00117,0,0.0709,-10.914,1,0.0344,115.968,4,0.25,0.9852,0.9852,0.2697,Sad
46,Berlin,['RY X'],0.967,0.396,170551,0.0695,0.105,7,0.0996,-20.337,1,0.0399,137.149,4,0.0391,0.8625,0.8625,0.0564,Sad
47,Red Dust (Acoustic),['James Vincent McMorrow'],0.97,0.484,226325,0.0923,0.000362,1,0.0649,-9.923,1,0.0486,134.041,4,0.249,,,0.249,Sad
48,Carry You,['Novo Amor'],0.558,0.334,273107,0.397,0.0774,7,0.126,-7.993,1,0.0284,93.445,4,0.035,0.4497,0.4497,0.044,Sad
49,Jealous,['Labrinth'],0.874,0.439,287693,0.153,0.0,1,0.107,-8.95,1,0.0479,116.76,3,0.104,-0.9737,-0.9737,0.0845,Sad
50,Night Shift,['Lucy Dacus'],0.312,0.48,391829,0.31,1.47e-05,9,0.113,-7.887,1,0.0258,86.149,4,0.16,0.983,0.983,0.1797,Sad
51,Slow Dancing in a Burning Room,['John Mayer'],0.575,0.667,242000,0.361,0.00506,1,0.0805,-8.69,0,0.0273,134.018,5,0.29,-0.9383,-0.9383,0.2712,Sad
52,Rush (feat. Jessie Reyez),"['Lewis Capaldi', 'Jessie Reyez']",0.565,0.631,198351,0.609,0.0,1,0.635,-7.394,1,0.0886,119.636,4,0.38,0.9854,0.9854,0.3997,Sad
53,From Afar,['Scott Quinn'],0.37,0.533,216413,0.587,0.00815,6,0.0956,-9.243,0,0.0399,122.062,4,0.356,0.9537,0.9537,0.3751,Sad
54,Tourist,['Axel Flóvent'],0.741,0.455,224996,0.209,0.00194,6,0.113,-12.15,0,0.0265,89.909,4,0.109,0.7731,0.7731,0.1245,Sad
55,Who Are You,['Aquilo'],0.778,0.365,184740,0.487,0.247,1,0.147,-9.919,1,0.033,130.025,3,0.199,0.9851,0.9851,0.2187,Sad
56,Maud Gone,['Car Seat Headrest'],0.0258,0.53,358240,0.362,0.000601,5,0.101,-7.078,1,0.0272,105.003,4,0.21,0.9366,0.9366,0.2287,Sad
57,Are You Alright?,['Ulrik Munther'],0.96,0.385,280000,0.0596,0.0491,7,0.276,-22.701,1,0.0441,58.568,4,0.318,0.7256,0.7256,0.3325,Sad
58,I'm Getting Tired of Me,['Kings Elliot'],0.753,0.599,216224,0.357,0.0,2,0.0902,-9.55,1,0.0299,83.26,4,0.421,-0.9931,-0.9931,0.4011,Sad
59,lovely (with Khalid),"['Billie Eilish', 'Khalid']",0.934,0.351,200186,0.296,0.0,4,0.095,-10.109,0,0.0333,115.284,4,0.12,0.9819,0.9819,0.1396,Sad
60,All I Want,['Kodaline'],0.113,0.189,306600,0.427,0.0923,0,0.058,-9.08,1,0.0449,187.212,3,0.158,0.9827,0.9827,0.1777,Sad
61,Aegean,['push baby'],0.802,0.416,268563,0.237,0.0,9,0.0906,-13.058,1,0.0404,105.767,4,0.231,0.9634,0.9634,0.2503,Sad
62,Train Wreck,['James Arthur'],0.701,0.311,208827,0.485,0.0,6,0.0726,-5.726,0,0.0365,77.355,4,0.225,-0.6234,-0.6234,0.2125,Sad
63,Silhouette,['Grace Carter'],0.942,0.732,223507,0.163,0.0,6,0.123,-6.021,0,0.0293,94.972,4,0.254,0.6251,0.6251,0.2665,Sad
64,Sometimes,['Benjamin Francis Leftwich'],0.608,0.681,234368,0.385,1.94e-06,1,0.0987,-12.908,1,0.0282,107.993,4,0.364,-0.1401,-0.1401,0.3612,Sad
65,Runaway,['Sasha Sloan'],0.715,0.675,218947,0.413,6.64e-05,5,0.104,-8.051,1,0.0351,139.979,4,0.206,0.9959,0.9959,0.2259,Sad
66,Lost,['Dermot Kennedy'],0.243,0.578,224306,0.731,0.0,7,0.112,-5.966,0,0.0922,139.442,4,0.501,-0.6136,-0.6136,0.4887,Sad
67,Sad Songs (feat. L Devine) - Stripped,"['Route 94', 'L Devine']",0.931,0.744,197025,0.159,1.56e-06,5,0.0911,-6.593,0,0.0311,100.016,4,0.274,1.0,1.0,0.294,Sad
68,what about today?,['Lewis Watson'],0.795,0.518,297427,0.243,4.75e-05,8,0.0745,-11.14,1,0.0322,118.93,4,0.228,0.9577,0.9577,0.2472,Sad
69,The Best You Had,['Nina Nesbitt'],0.358,0.595,175061,0.608,0.0,5,0.0843,-5.303,0,0.0373,60.878,4,0.452,0.9968,0.9968,0.4719,Sad
70,Lua,['Bright Eyes'],0.811,0.634,271600,0.156,3.86e-05,2,0.0896,-17.025,1,0.0813,107.023,4,0.299,0.8479,0.8479,0.316,Sad
71,Hollow,['Mills'],0.69,0.291,183379,0.285,5.42e-05,6,0.147,-9.74,1,0.0305,174.597,4,0.508,0.9812,0.9812,0.5276,Sad
72,i hate you for this,['Munn'],0.665,0.543,137532,0.511,0.0,1,0.302,-7.867,1,0.123,80.643,4,0.373,-0.2425,-0.2425,0.3681,Sad
73,Oceans,['Seafret'],0.274,0.404,216187,0.48,8.63e-06,9,0.132,-8.906,0,0.0303,129.162,3,0.2,0.9313,0.9313,0.2186,Sad
74,All or Nothing (Acoustic),"['Maria Lynn', 'Toniia']",0.766,0.669,166217,0.138,0.0,10,0.0924,-13.504,0,0.0534,152.676,4,0.561,0.9649,0.9649,0.5803,Sad
75,Turning Page,['Sleeping At Last'],0.912,0.304,255373,0.379,0.025,3,0.112,-8.484,1,0.029,125.203,4,0.189,0.9555,0.9555,0.2081,Sad
76,Lover,"['Tree Theater', 'Emily C. Browning']",0.686,0.72,256552,0.286,0.0013,4,0.303,-15.938,1,0.0317,86.998,4,0.523,0.9779,0.9779,0.5426,Sad
77,1-800-273-8255,['Reggii'],0.909,0.62,273065,0.138,0.0,7,0.111,-13.917,0,0.0439,120.362,4,0.363,-0.9371,-0.9371,0.3443,Sad
78,You + I,['Clara McHugh'],0.914,0.47,197250,0.0932,0.0,6,0.117,-17.752,1,0.0573,88.534,4,0.2,0.968,0.968,0.2194,Sad
79,Panic,['L Devine'],0.929,0.612,201300,0.359,0.000425,4,0.113,-6.335,0,0.0297,105.075,4,0.243,-0.6915,-0.6915,0.2292,Sad
80,Golden Days - Live,['Josh Savage'],0.933,0.653,196213,0.198,0.0,1,0.12,-10.538,1,0.0295,100.168,4,0.286,-0.8484,-0.8484,0.269,Sad
81,Some Time,['Russ'],0.254,0.873,197320,0.473,0.0,0,0.111,-6.529,1,0.0484,119.997,4,0.465,0.8029,0.8029,0.4811,Sad
82,never say ily again (acoustic),['Alex Porat'],0.918,0.649,177677,0.294,0.0,0,0.236,-9.811,1,0.0421,154.769,4,0.658,,,0.658,Sad
83,Loneliness,['Kevin Paris'],0.924,0.524,286250,0.147,0.000149,8,0.111,-15.185,1,0.0408,144.057,3,0.29,-0.9629,-0.9629,0.2707,Sad
84,You Don't Love Me,['Folly Rae'],0.0244,0.761,204515,0.703,0.000579,1,0.0761,-5.852,0,0.0648,100.003,4,0.313,-0.9993,-0.9993,0.293,Sad
85,Gravity,['John Mayer'],0.731,0.764,245827,0.326,0.0013,7,0.24,-9.883,1,0.0342,123.98,3,0.237,-0.5472,-0.5472,0.2261,Sad
86,Too Sad To Cry,['Sasha Sloan'],0.842,0.515,208987,0.27,0.0,10,0.114,-9.935,1,0.0357,120.483,4,0.234,-0.9958,-0.9958,0.2141,Sad
87,Misunderstood,['OSKA'],0.855,0.673,198049,0.199,2.02e-05,4,0.36,-12.351,0,0.0387,123.038,4,0.228,-0.8831,-0.8831,0.2103,Sad
88,Pearl in Sandbox,['Júníus Meyvant'],0.917,0.595,403693,0.0626,0.0765,8,0.0987,-21.945,1,0.0452,126.337,4,0.259,0.9794,0.9794,0.2786,Sad
89,Sin in Your Skin,['Aidan Martin'],0.869,0.486,237339,0.267,0.0,7,0.156,-11.511,0,0.0535,75.664,4,0.21,-0.9936,-0.9936,0.1901,Sad
90,No Peace,"['Sam Smith', 'Yebba']",0.343,0.66,283295,0.542,3.89e-06,4,0.122,-8.11,0,0.077,135.828,4,0.152,0.659,0.659,0.1652,Sad
91,Bitter,['Chappell Roan'],0.348,0.718,242542,0.237,3.47e-05,9,0.11,-9.925,0,0.0308,117.99,4,0.123,0.9933,0.9933,0.1429,Sad
92,In Your Songs,['Emmi Elliott'],0.737,0.374,212088,0.205,0.0,5,0.221,-9.571,1,0.0351,73.743,3,0.0883,0.9854,0.9854,0.108,Sad
93,Thinking About You,['Jessie Ware'],0.462,0.437,208747,0.534,0.00194,9,0.0915,-9.501,1,0.0606,180.061,3,0.154,0.9637,0.9637,0.1733,Sad
94,Sorry,['Aquilo'],0.691,0.32,255205,0.295,0.0,2,0.129,-11.263,1,0.052,177.4,3,0.171,-0.9477,-0.9477,0.152,Sad
95,WONDER (reimagined by Jagwar Twin),"['morgxn', 'Jagwar Twin']",0.268,0.485,221884,0.441,2.52e-06,11,0.212,-7.101,1,0.0252,99.913,4,0.175,,,0.175,Sad
96,Shiver,['Lucy Rose'],0.715,0.423,233013,0.183,4.25e-05,9,0.104,-13.517,1,0.0344,122.341,3,0.142,0.9349,0.9349,0.1607,Sad
97,Hurt for Me,['SYML'],0.968,0.548,219480,0.046,0.000157,11,0.1,-17.929,0,0.0587,72.867,3,0.176,0.9526,0.9526,0.1951,Sad
98,It's hard to get around the wind,['Alex Turner'],0.87,0.436,247013,0.244,0.000371,0,0.102,-19.096,1,0.0339,145.42,4,0.359,0.8925,0.8925,0.3768,Sad
99,Lie,"['Halsey', 'Quavo']",0.131,0.361,149106,0.468,9.78e-06,0,0.175,-5.276,0,0.0343,150.572,3,0.04,-0.8531,-0.8531,0.0229,Sad
